hour,current_a,truth_degradation_pct,open_loop_degradation_pct,prediction_degradation_pct,posterior_degradation_pct,posterior_std_pct,observation_degradation_pct,corrected,monotonic_projection
48,270.0,0.103454,0.08996,0.124917200728,0.149431614602,0.028389666154,0.152291527829,True,False
49,90.0,0.105754,0.09196,0.151431614602,0.151431614602,0.033080607678,,False,False
50,90.0,0.108054,0.09396,0.153431614602,0.153431614602,0.037184406199,,False,False
51,90.0,0.110354,0.09596,0.155431614602,0.155431614602,0.040878276925,,False,False
52,90.0,0.112654,0.09796,0.157431614602,0.157431614602,0.044264963395,,False,False
53,90.0,0.114954,0.09996,0.159431614602,0.159431614602,0.047410341112,,False,False
54,90.0,0.117254,0.10196,0.161431614602,0.161431614602,0.050359645594,,False,False
55,90.0,0.119554,0.10396,0.163431614602,0.163431614602,0.053145530051,,False,False
56,90.0,0.121854,0.10596,0.165431614602,0.165431614602,0.055792479999,,False,False
57,195.0,0.124154,0.10796,0.167431614602,0.167431614602,0.058319416016,,False,False
58,195.0,0.126454,0.10996,0.169431614602,0.169431614602,0.060741318264,,False,False
59,195.0,0.128754,0.11196,0.171431614602,0.171431614602,0.06307028781,,False,False
60,195.0,0.131054,0.11396,0.173431614602,0.173431614602,0.065316266462,,False,False
61,195.0,0.133354,0.11596,0.175431614602,0.175431614602,0.067487540513,,False,False
62,195.0,0.135654,0.11796,0.177431614602,0.177431614602,0.069591102768,,False,False
63,195.0,0.137954,0.11996,0.179431614602,0.179431614602,0.071632918721,,False,False
64,195.0,0.140254,0.12196,0.181431614602,0.181431614602,0.073618126196,,False,False
65,270.0,0.142554,0.12396,0.183431614602,0.183431614602,0.075551187711,,False,False
66,270.0,0.144854,0.12596,0.185431614602,0.185431614602,0.077436008579,,False,False
67,270.0,0.147154,0.12796,0.187431614602,0.187431614602,0.079276029697,,False,False
68,270.0,0.149454,0.12996,0.189431614602,0.189431614602,0.081074301382,,False,False
69,270.0,0.151754,0.13196,0.191431614602,0.191431614602,0.082833542751,,False,False
70,270.0,0.154054,0.13396,0.193431614602,0.193431614602,0.084556189984,,False,False
71,270.0,0.156354,0.13596,0.195431614602,0.195431614602,0.086244435905,,False,False
72,270.0,0.158654,0.13796,0.197431614602,0.195431614602,0.02839194973,0.15676877835,True,True
73,90.0,0.160954,0.13996,0.197431614602,0.197431614602,0.033082567456,,False,False
74,90.0,0.163254,0.14196,0.199431614602,0.199431614602,0.0371861497,,False,False
75,90.0,0.165554,0.14396,0.201431614602,0.201431614602,0.040879862885,,False,False
76,90.0,0.167854,0.14596,0.203431614602,0.203431614602,0.044266428019,,False,False
77,90.0,0.170154,0.14796,0.205431614602,0.205431614602,0.04741170857,,False,False
78,90.0,0.172454,0.14996,0.207431614602,0.207431614602,0.050360932969,,False,False
79,90.0,0.174754,0.15196,0.209431614602,0.209431614602,0.053146749944,,False,False
80,90.0,0.177054,0.15396,0.211431614602,0.211431614602,0.055793642018,,False,False
81,195.0,0.179354,0.15596,0.213431614602,0.213431614602,0.058320527686,,False,False
82,195.0,0.181654,0.15796,0.215431614602,0.215431614602,0.06074238561,,False,False
83,195.0,0.183954,0.15996,0.217431614602,0.217431614602,0.063071315744,,False,False
84,195.0,0.186254,0.16196,0.219431614602,0.219431614602,0.065317259049,,False,False
85,195.0,0.188554,0.16396,0.221431614602,0.221431614602,0.067488501166,,False,False
86,195.0,0.190854,0.16596,0.223431614602,0.223431614602,0.069592034384,,False,False
87,195.0,0.193154,0.16796,0.225431614602,0.225431614602,0.071633823782,,False,False
88,195.0,0.195454,0.16996,0.227431614602,0.227431614602,0.073619006851,,False,False
89,270.0,0.197754,0.17196,0.229431614602,0.229431614602,0.075552045834,,False,False
90,270.0,0.200054,0.17396,0.231431614602,0.231431614602,0.077436845815,,False,False
91,270.0,0.202354,0.17596,0.233431614602,0.233431614602,0.079276847501,,False,False
92,270.0,0.204654,0.17796,0.235431614602,0.235431614602,0.081075101047,,False,False
93,270.0,0.206954,0.17996,0.237431614602,0.237431614602,0.082834325432,,False,False
94,270.0,0.209254,0.18196,0.239431614602,0.239431614602,0.08455695672,,False,False
95,270.0,0.211554,0.18396,0.241431614602,0.241431614602,0.086245187633,,False,False
96,270.0,0.213854,0.18596,0.243431614602,0.241431614602,0.028391974585,0.220324567958,True,True
97,90.0,0.216154,0.18796,0.243431614602,0.243431614602,0.033082588787,,False,False
98,90.0,0.218454,0.18996,0.245431614602,0.245431614602,0.037186168677,,False,False
99,90.0,0.220754,0.19196,0.247431614602,0.247431614602,0.040879880147,,False,False
100,90.0,0.223054,0.19396,0.249431614602,0.249431614602,0.04426644396,,False,False
101,90.0,0.225354,0.19596,0.251431614602,0.251431614602,0.047411723454,,False,False
102,90.0,0.227654,0.19796,0.253431614602,0.253431614602,0.050360946982,,False,False
103,90.0,0.229954,0.19996,0.255431614602,0.255431614602,0.053146763222,,False,False
104,90.0,0.232254,0.20196,0.257431614602,0.257431614602,0.055793654666,,False,False
105,195.0,0.234554,0.20396,0.259431614602,0.259431614602,0.058320539786,,False,False
106,195.0,0.236854,0.20596,0.261431614602,0.261431614602,0.060742397228,,False,False
107,195.0,0.239154,0.20796,0.263431614602,0.263431614602,0.063071326932,,False,False
108,195.0,0.241454,0.20996,0.265431614602,0.265431614602,0.065317269853,,False,False
109,195.0,0.243754,0.21196,0.267431614602,0.267431614602,0.067488511622,,False,False
110,195.0,0.246054,0.21396,0.269431614602,0.269431614602,0.069592044524,,False,False
111,195.0,0.248354,0.21596,0.271431614602,0.271431614602,0.071633833634,,False,False
112,195.0,0.250654,0.21796,0.273431614602,0.273431614602,0.073619016436,,False,False
113,270.0,0.252954,0.21996,0.275431614602,0.275431614602,0.075552055174,,False,False
114,270.0,0.255254,0.22196,0.277431614602,0.277431614602,0.077436854928,,False,False
115,270.0,0.257554,0.22396,0.279431614602,0.279431614602,0.079276856403,,False,False
116,270.0,0.259854,0.22596,0.281431614602,0.281431614602,0.081075109751,,False,False
117,270.0,0.262154,0.22796,0.283431614602,0.283431614602,0.082834333951,,False,False
118,270.0,0.264454,0.22996,0.285431614602,0.285431614602,0.084556965066,,False,False
119,270.0,0.266754,0.23196,0.287431614602,0.287431614602,0.086245195815,,False,False
120,270.0,0.269054,0.23396,0.289431614602,0.313052014914,0.028391974855,0.315803340896,True,False
121,90.0,0.271354,0.23596,0.315052014914,0.315052014914,0.033082589019,,False,False
122,90.0,0.273654,0.23796,0.317052014914,0.317052014914,0.037186168883,,False,False
123,90.0,0.275954,0.23996,0.319052014914,0.319052014914,0.040879880335,,False,False
124,90.0,0.278254,0.24196,0.321052014914,0.321052014914,0.044266444134,,False,False
125,90.0,0.280554,0.24396,0.323052014914,0.323052014914,0.047411723616,,False,False
126,90.0,0.282854,0.24596,0.325052014914,0.325052014914,0.050360947134,,False,False
127,90.0,0.285154,0.24796,0.327052014914,0.327052014914,0.053146763366,,False,False
128,90.0,0.287454,0.24996,0.329052014914,0.329052014914,0.055793654803,,False,False
129,195.0,0.289754,0.25196,0.331052014914,0.331052014914,0.058320539918,,False,False
130,195.0,0.292054,0.25396,0.333052014914,0.333052014914,0.060742397354,,False,False
131,195.0,0.294354,0.25596,0.335052014914,0.335052014914,0.063071327054,,False,False
132,195.0,0.296654,0.25796,0.337052014914,0.337052014914,0.06531726997,,False,False
133,195.0,0.298954,0.25996,0.339052014914,0.339052014914,0.067488511736,,False,False
134,195.0,0.301254,0.26196,0.341052014914,0.341052014914,0.069592044634,,False,False
135,195.0,0.303554,0.26396,0.343052014914,0.343052014914,0.071633833741,,False,False
136,195.0,0.305854,0.26596,0.345052014914,0.345052014914,0.073619016541,,False,False
137,270.0,0.308154,0.26796,0.347052014914,0.347052014914,0.075552055276,,False,False
138,270.0,0.310454,0.26996,0.349052014914,0.349052014914,0.077436855027,,False,False
139,270.0,0.312754,0.27196,0.351052014914,0.351052014914,0.0792768565,,False,False
140,270.0,0.315054,0.27396,0.353052014914,0.353052014914,0.081075109846,,False,False
141,270.0,0.317354,0.27596,0.355052014914,0.355052014914,0.082834334044,,False,False
142,270.0,0.319654,0.27796,0.357052014914,0.357052014914,0.084556965157,,False,False
143,270.0,0.321954,0.27996,0.359052014914,0.359052014914,0.086245195904,,False,False
144,270.0,0.324254,0.28196,0.361052014914,0.359052014914,0.028391974858,0.33249161502,True,True
145,90.0,0.326554,0.28396,0.361052014914,0.361052014914,0.033082589022,,False,False
146,90.0,0.328854,0.28596,0.363052014914,0.363052014914,0.037186168886,,False,False
147,90.0,0.331154,0.28796,0.365052014914,0.365052014914,0.040879880337,,False,False
148,90.0,0.333454,0.28996,0.367052014914,0.367052014914,0.044266444136,,False,False
149,90.0,0.335754,0.29196,0.369052014914,0.369052014914,0.047411723618,,False,False
150,90.0,0.338054,0.29396,0.371052014914,0.371052014914,0.050360947136,,False,False
151,90.0,0.340354,0.29596,0.373052014914,0.373052014914,0.053146763368,,False,False
152,90.0,0.342654,0.29796,0.375052014914,0.375052014914,0.055793654805,,False,False
153,195.0,0.344954,0.29996,0.377052014914,0.377052014914,0.058320539919,,False,False
154,195.0,0.347254,0.30196,0.379052014914,0.379052014914,0.060742397356,,False,False
155,195.0,0.349554,0.30396,0.381052014914,0.381052014914,0.063071327055,,False,False
156,195.0,0.351854,0.30596,0.383052014914,0.383052014914,0.065317269972,,False,False
157,195.0,0.354154,0.30796,0.385052014914,0.385052014914,0.067488511738,,False,False
158,195.0,0.356454,0.30996,0.387052014914,0.387052014914,0.069592044636,,False,False
159,195.0,0.358754,0.31196,0.389052014914,0.389052014914,0.071633833742,,False,False
160,195.0,0.361054,0.31396,0.391052014914,0.391052014914,0.073619016542,,False,False
161,270.0,0.363354,0.31596,0.393052014914,0.393052014914,0.075552055277,,False,False
162,270.0,0.365654,0.31796,0.395052014914,0.395052014914,0.077436855028,,False,False
163,270.0,0.367954,0.31996,0.397052014914,0.397052014914,0.079276856501,,False,False
164,270.0,0.370254,0.32196,0.399052014914,0.399052014914,0.081075109847,,False,False
165,270.0,0.372554,0.32396,0.401052014914,0.401052014914,0.082834334045,,False,False
166,270.0,0.374854,0.32596,0.403052014914,0.403052014914,0.084556965158,,False,False
167,270.0,0.377154,0.32796,0.405052014914,0.405052014914,0.086245195905,,False,False
168,270.0,0.379454,0.32996,0.407052014914,0.416193393774,0.028391974858,0.41725819,True,False
169,0.0,0.379454,0.32996,0.416193393774,0.416193393774,0.028742029093,,False,False
170,0.0,0.379454,0.32996,0.416193393774,0.416193393774,0.029087870949,,False,False
171,0.0,0.379454,0.32996,0.416193393774,0.416193393774,0.029429648934,,False,False
172,0.0,0.379454,0.32996,0.416193393774,0.416193393774,0.029767503025,,False,False
173,90.0,0.384008,0.33392,0.420153393774,0.420153393774,0.034270361778,,False,False
174,90.0,0.386308,0.33592,0.422153393774,0.422153393774,0.038246714321,,False,False
175,90.0,0.388608,0.33792,0.424153393774,0.424153393774,0.04184691884,,False,False
176,90.0,0.390908,0.33992,0.426153393774,0.426153393774,0.045161023864,,False,False
177,195.0,0.393208,0.34192,0.428153393774,0.428153393774,0.048248021062,,False,False
178,195.0,0.395508,0.34392,0.430153393774,0.430153393774,0.051149046877,,False,False
179,195.0,0.397808,0.34592,0.432153393774,0.432153393774,0.053894141207,,False,False
180,195.0,0.400108,0.34792,0.434153393774,0.434153393774,0.056506034337,,False,False
181,195.0,0.402408,0.34992,0.436153393774,0.436153393774,0.059002418395,,False,False
182,195.0,0.404708,0.35192,0.438153393774,0.438153393774,0.061397384606,,False,False
183,195.0,0.407008,0.35392,0.440153393774,0.440153393774,0.06370237277,,False,False
184,195.0,0.409308,0.35592,0.442153393774,0.442153393774,0.065926821223,,False,False
185,270.0,0.411608,0.35792,0.444153393774,0.444153393774,0.068078625255,,False,False
186,270.0,0.413908,0.35992,0.446153393774,0.446153393774,0.070164468761,,False,False
187,270.0,0.416208,0.36192,0.448153393774,0.448153393774,0.072190069515,,False,False
188,270.0,0.418508,0.36392,0.450153393774,0.450153393774,0.074160364054,,False,False
189,270.0,0.420808,0.36592,0.452153393774,0.452153393774,0.076079649425,,False,False
190,270.0,0.423108,0.36792,0.454153393774,0.454153393774,0.077951693481,,False,False
191,270.0,0.425408,0.36992,0.456153393774,0.456153393774,0.079779821864,,False,False
192,270.0,0.427708,0.37192,0.458153393774,0.456153393774,0.028155999486,0.397641064642,True,True
193,90.0,0.430008,0.37392,0.458153393774,0.458153393774,0.03288029451,,False,False
194,90.0,0.432308,0.37592,0.460153393774,0.460153393774,0.037006313341,,False,False
195,90.0,0.434608,0.37792,0.462153393774,0.462153393774,0.040716344226,,False,False
196,90.0,0.436908,0.37992,0.464153393774,0.464153393774,0.04411546381,,False,False
197,90.0,0.439208,0.38192,0.466153393774,0.466153393774,0.047270790211,,False,False
198,90.0,0.441508,0.38392,0.468153393774,0.468153393774,0.050228289511,,False,False
199,90.0,0.443808,0.38592,0.470153393774,0.470153393774,0.053021076254,,False,False
200,90.0,0.446108,0.38792,0.472153393774,0.472153393774,0.055673943521,,False,False
201,195.0,0.448408,0.38992,0.474153393774,0.474153393774,0.058206025867,,False,False
202,195.0,0.450708,0.39192,0.476153393774,0.476153393774,0.060632457539,,False,False
203,195.0,0.453008,0.39392,0.478153393774,0.478153393774,0.06296545376,,False,False
204,195.0,0.455308,0.39592,0.480153393774,0.480153393774,0.065215042952,,False,False
205,195.0,0.457608,0.39792,0.482153393774,0.482153393774,0.067389578477,,False,False
206,195.0,0.459908,0.39992,0.484153393774,0.484153393774,0.069496105986,,False,False
207,195.0,0.462208,0.40192,0.486153393774,0.486153393774,0.07154063326,,False,False
208,195.0,0.464508,0.40392,0.488153393774,0.488153393774,0.073528332412,,False,False
209,270.0,0.466808,0.40592,0.490153393774,0.490153393774,0.075463694101,,False,False
210,270.0,0.469108,0.40792,0.492153393774,0.492153393774,0.077350646974,,False,False
211,270.0,0.471408,0.40992,0.494153393774,0.494153393774,0.079192651473,,False,False
212,270.0,0.473708,0.41192,0.496153393774,0.496153393774,0.080992774415,,False,False
213,270.0,0.476008,0.41392,0.498153393774,0.498153393774,0.082753748963,,False,False
214,270.0,0.478308,0.41592,0.500153393774,0.500153393774,0.08447802334,,False,False
215,270.0,0.480608,0.41792,0.502153393774,0.502153393774,0.086167800758,,False,False
216,270.0,0.482908,0.41992,0.504153393774,0.502153393774,0.028389412989,0.468501201155,True,True
217,90.0,0.485208,0.42192,0.504153393774,0.504153393774,0.033080390413,,False,False
218,90.0,0.487508,0.42392,0.506153393774,0.506153393774,0.037184212912,,False,False
219,90.0,0.489808,0.42592,0.508153393774,0.508153393774,0.040878101104,,False,False
220,90.0,0.492108,0.42792,0.510153393774,0.510153393774,0.044264801026,,False,False
221,90.0,0.494408,0.42992,0.512153393774,0.512153393774,0.047410189516,,False,False
222,90.0,0.496708,0.43192,0.514153393774,0.514153393774,0.050359502876,,False,False
223,90.0,0.499008,0.43392,0.516153393774,0.516153393774,0.053145394814,,False,False
224,90.0,0.501308,0.43592,0.518153393774,0.518153393774,0.055792351178,,False,False
225,195.0,0.503608,0.43792,0.520153393774,0.520153393774,0.058319292777,,False,False
226,195.0,0.505908,0.43992,0.522153393774,0.522153393774,0.060741199939,,False,False
227,195.0,0.508208,0.44192,0.524153393774,0.524153393774,0.063070173854,,False,False
228,195.0,0.510508,0.44392,0.526153393774,0.526153393774,0.065316156424,,False,False
229,195.0,0.512808,0.44592,0.528153393774,0.528153393774,0.067487434016,,False,False
230,195.0,0.515108,0.44792,0.530153393774,0.530153393774,0.06959099949,,False,False
231,195.0,0.517408,0.44992,0.532153393774,0.532153393774,0.071632818387,,False,False
232,195.0,0.519708,0.45192,0.534153393774,0.534153393774,0.073618028567,,False,False
233,270.0,0.522008,0.45392,0.536153393774,0.536153393774,0.07555109258,,False,False
234,270.0,0.524308,0.45592,0.538153393774,0.538153393774,0.077435915763,,False,False
235,270.0,0.526608,0.45792,0.540153393774,0.540153393774,0.079275939037,,False,False
236,270.0,0.528908,0.45992,0.542153393774,0.542153393774,0.081074212732,,False,False
237,270.0,0.531208,0.46192,0.544153393774,0.544153393774,0.082833455983,,False,False
238,270.0,0.533508,0.46392,0.546153393774,0.546153393774,0.084556104985,,False,False
239,270.0,0.535808,0.46592,0.548153393774,0.548153393774,0.08624435257,,False,False
240,270.0,0.538108,0.46792,0.550153393774,0.548153393774,0.028391946975,0.496573367813,True,True
241,90.0,0.540408,0.46992,0.550153393774,0.550153393774,0.033082565091,,False,False
242,90.0,0.542708,0.47192,0.552153393774,0.552153393774,0.037186147596,,False,False
243,90.0,0.545008,0.47392,0.554153393774,0.554153393774,0.040879860971,,False,False
244,90.0,0.547308,0.47592,0.556153393774,0.556153393774,0.044266426251,,False,False
245,90.0,0.549608,0.47792,0.558153393774,0.558153393774,0.04741170692,,False,False
246,90.0,0.551908,0.47992,0.560153393774,0.560153393774,0.050360931416,,False,False
247,90.0,0.554208,0.48192,0.562153393774,0.562153393774,0.053146748472,,False,False
248,90.0,0.556508,0.48392,0.564153393774,0.564153393774,0.055793640615,,False,False
249,195.0,0.558808,0.48592,0.566153393774,0.566153393774,0.058320526345,,False,False
250,195.0,0.561108,0.48792,0.568153393774,0.568153393774,0.060742384322,,False,False
251,195.0,0.563408,0.48992,0.570153393774,0.570153393774,0.063071314503,,False,False
252,195.0,0.565708,0.49192,0.572153393774,0.572153393774,0.065317257851,,False,False
253,195.0,0.568008,0.49392,0.574153393774,0.574153393774,0.067488500007,,False,False
254,195.0,0.570308,0.49592,0.576153393774,0.576153393774,0.06959203326,,False,False
255,195.0,0.572608,0.49792,0.578153393774,0.578153393774,0.07163382269,,False,False
256,195.0,0.574908,0.49992,0.580153393774,0.580153393774,0.073619005788,,False,False
257,270.0,0.577208,0.50192,0.582153393774,0.582153393774,0.075552044799,,False,False
258,270.0,0.579508,0.50392,0.584153393774,0.584153393774,0.077436844804,,False,False
259,270.0,0.581808,0.50592,0.586153393774,0.586153393774,0.079276846515,,False,False
260,270.0,0.584108,0.50792,0.588153393774,0.588153393774,0.081075100082,,False,False
261,270.0,0.586408,0.50992,0.590153393774,0.590153393774,0.082834324488,,False,False
262,270.0,0.588708,0.51192,0.592153393774,0.592153393774,0.084556955795,,False,False
263,270.0,0.591008,0.51392,0.594153393774,0.594153393774,0.086245186726,,False,False
264,270.0,0.593308,0.51592,0.596153393774,0.630715752051,0.028391974555,0.63474160819,True,False
265,90.0,0.595608,0.51792,0.632715752051,0.632715752051,0.033082588761,,False,False
266,90.0,0.597908,0.51992,0.634715752051,0.634715752051,0.037186168654,,False,False
267,90.0,0.600208,0.52192,0.636715752051,0.636715752051,0.040879880127,,False,False
268,90.0,0.602508,0.52392,0.638715752051,0.638715752051,0.044266443941,,False,False
269,90.0,0.604808,0.52592,0.640715752051,0.640715752051,0.047411723436,,False,False
270,90.0,0.607108,0.52792,0.642715752051,0.642715752051,0.050360946965,,False,False
271,90.0,0.609408,0.52992,0.644715752051,0.644715752051,0.053146763206,,False,False
272,90.0,0.611708,0.53192,0.646715752051,0.646715752051,0.05579365465,,False,False
273,195.0,0.614008,0.53392,0.648715752051,0.648715752051,0.058320539772,,False,False
274,195.0,0.616308,0.53592,0.650715752051,0.650715752051,0.060742397214,,False,False
275,195.0,0.618608,0.53792,0.652715752051,0.652715752051,0.063071326919,,False,False
276,195.0,0.620908,0.53992,0.654715752051,0.654715752051,0.06531726984,,False,False
277,195.0,0.623208,0.54192,0.656715752051,0.656715752051,0.06748851161,,False,False
278,195.0,0.625508,0.54392,0.658715752051,0.658715752051,0.069592044512,,False,False
279,195.0,0.627808,0.54592,0.660715752051,0.660715752051,0.071633833622,,False,False
280,195.0,0.630108,0.54792,0.662715752051,0.662715752051,0.073619016425,,False,False
281,270.0,0.632408,0.54992,0.664715752051,0.664715752051,0.075552055163,,False,False
282,270.0,0.634708,0.55192,0.666715752051,0.666715752051,0.077436854917,,False,False
283,270.0,0.637008,0.55392,0.668715752051,0.668715752051,0.079276856392,,False,False
284,270.0,0.639308,0.55592,0.670715752051,0.670715752051,0.08107510974,,False,False
285,270.0,0.641608,0.55792,0.672715752051,0.672715752051,0.082834333941,,False,False
286,270.0,0.643908,0.55992,0.674715752051,0.674715752051,0.084556965056,,False,False
287,270.0,0.646208,0.56192,0.676715752051,0.676715752051,0.086245195805,,False,False
288,270.0,0.648508,0.56392,0.678715752051,0.676715752051,0.028391974855,0.629688083611,True,True
289,90.0,0.650808,0.56592,0.678715752051,0.678715752051,0.033082589019,,False,False
290,90.0,0.653108,0.56792,0.680715752051,0.680715752051,0.037186168883,,False,False
291,90.0,0.655408,0.56992,0.682715752051,0.682715752051,0.040879880335,,False,False
292,90.0,0.657708,0.57192,0.684715752051,0.684715752051,0.044266444134,,False,False
293,90.0,0.660008,0.57392,0.686715752051,0.686715752051,0.047411723616,,False,False
294,90.0,0.662308,0.57592,0.688715752051,0.688715752051,0.050360947134,,False,False
295,90.0,0.664608,0.57792,0.690715752051,0.690715752051,0.053146763366,,False,False
296,90.0,0.666908,0.57992,0.692715752051,0.692715752051,0.055793654803,,False,False
297,195.0,0.669208,0.58192,0.694715752051,0.694715752051,0.058320539918,,False,False
298,195.0,0.671508,0.58392,0.696715752051,0.696715752051,0.060742397354,,False,False
299,195.0,0.673808,0.58592,0.698715752051,0.698715752051,0.063071327054,,False,False
300,195.0,0.676108,0.58792,0.700715752051,0.700715752051,0.06531726997,,False,False
301,195.0,0.678408,0.58992,0.702715752051,0.702715752051,0.067488511736,,False,False
302,195.0,0.680708,0.59192,0.704715752051,0.704715752051,0.069592044634,,False,False
303,195.0,0.683008,0.59392,0.706715752051,0.706715752051,0.071633833741,,False,False
304,195.0,0.685308,0.59592,0.708715752051,0.708715752051,0.073619016541,,False,False
305,270.0,0.687608,0.59792,0.710715752051,0.710715752051,0.075552055276,,False,False
306,270.0,0.689908,0.59992,0.712715752051,0.712715752051,0.077436855027,,False,False
307,270.0,0.692208,0.60192,0.714715752051,0.714715752051,0.0792768565,,False,False
308,270.0,0.694508,0.60392,0.716715752051,0.716715752051,0.081075109846,,False,False
309,270.0,0.696808,0.60592,0.718715752051,0.718715752051,0.082834334044,,False,False
310,270.0,0.699108,0.60792,0.720715752051,0.720715752051,0.084556965157,,False,False
311,270.0,0.701408,0.60992,0.722715752051,0.722715752051,0.086245195904,,False,False
312,270.0,0.703708,0.61192,0.724715752051,0.722715752051,0.028391974858,0.688621198171,True,True
313,90.0,0.706008,0.61392,0.724715752051,0.724715752051,0.033082589022,,False,False
314,90.0,0.708308,0.61592,0.726715752051,0.726715752051,0.037186168886,,False,False
315,90.0,0.710608,0.61792,0.728715752051,0.728715752051,0.040879880337,,False,False
316,90.0,0.712908,0.61992,0.730715752051,0.730715752051,0.044266444136,,False,False
317,90.0,0.715208,0.62192,0.732715752051,0.732715752051,0.047411723618,,False,False
318,90.0,0.717508,0.62392,0.734715752051,0.734715752051,0.050360947136,,False,False
319,90.0,0.719808,0.62592,0.736715752051,0.736715752051,0.053146763368,,False,False
320,90.0,0.722108,0.62792,0.738715752051,0.738715752051,0.055793654805,,False,False
321,195.0,0.724408,0.62992,0.740715752051,0.740715752051,0.058320539919,,False,False
322,195.0,0.726708,0.63192,0.742715752051,0.742715752051,0.060742397356,,False,False
323,195.0,0.729008,0.63392,0.744715752051,0.744715752051,0.063071327055,,False,False
324,195.0,0.731308,0.63592,0.746715752051,0.746715752051,0.065317269972,,False,False
325,195.0,0.733608,0.63792,0.748715752051,0.748715752051,0.067488511738,,False,False
326,195.0,0.735908,0.63992,0.750715752051,0.750715752051,0.069592044636,,False,False
327,195.0,0.738208,0.64192,0.752715752051,0.752715752051,0.071633833742,,False,False
328,195.0,0.740508,0.64392,0.754715752051,0.754715752051,0.073619016542,,False,False
329,270.0,0.742808,0.64592,0.756715752051,0.756715752051,0.075552055277,,False,False
330,270.0,0.745108,0.64792,0.758715752051,0.758715752051,0.077436855028,,False,False
